tweetId,url,createdAt
1529204590230446080,https://twitter.com/twitter/statuses/1529204590230446080,2022-05-24 20:56:00+00:00
1529417091203334144,https://twitter.com/twitter/statuses/1529417091203334144,2022-05-25 11:00:24+00:00
1529418135757066240,https://twitter.com/twitter/statuses/1529418135757066240,2022-05-25 11:04:33+00:00
1529445362406199297,https://twitter.com/twitter/statuses/1529445362406199297,2022-05-25 12:52:44+00:00
1529462257884749826,https://twitter.com/twitter/statuses/1529462257884749826,2022-05-25 13:59:52+00:00
1529523456752111617,https://twitter.com/twitter/statuses/1529523456752111617,2022-05-25 18:03:03+00:00
1529539443216068608,https://twitter.com/twitter/statuses/1529539443216068608,2022-05-25 19:06:35+00:00
1529557761037680641,https://twitter.com/twitter/statuses/1529557761037680641,2022-05-25 20:19:22+00:00
1529579240529793032,https://twitter.com/twitter/statuses/1529579240529793032,2022-05-25 21:44:43+00:00
1529583284681859072,https://twitter.com/twitter/statuses/1529583284681859072,2022-05-25 22:00:48+00:00
1529592395595239426,https://twitter.com/twitter/statuses/1529592395595239426,2022-05-25 22:37:00+00:00
1529613252359032832,https://twitter.com/twitter/statuses/1529613252359032832,2022-05-25 23:59:52+00:00
1529618819613859841,https://twitter.com/twitter/statuses/1529618819613859841,2022-05-26 00:22:00+00:00
1529638793292177408,https://twitter.com/twitter/statuses/1529638793292177408,2022-05-26 01:41:22+00:00
1529820441619140608,https://twitter.com/twitter/statuses/1529820441619140608,2022-05-26 13:43:10+00:00
1529836477122764800,https://twitter.com/twitter/statuses/1529836477122764800,2022-05-26 14:46:53+00:00
1529836550284009474,https://twitter.com/twitter/statuses/1529836550284009474,2022-05-26 14:47:11+00:00
1529840535137042435,https://twitter.com/twitter/statuses/1529840535137042435,2022-05-26 15:03:01+00:00
1529872781143334917,https://twitter.com/twitter/statuses/1529872781143334917,2022-05-26 17:11:09+00:00
1529882060948643840,https://twitter.com/twitter/statuses/1529882060948643840,2022-05-26 17:48:01+00:00
1529890359249084416,https://twitter.com/twitter/statuses/1529890359249084416,2022-05-26 18:21:00+00:00
1529899418618449920,https://twitter.com/twitter/statuses/1529899418618449920,2022-05-26 18:57:00+00:00
1529917743172046875,https://twitter.com/twitter/statuses/1529917743172046875,2022-05-26 20:09:49+00:00
1529934399353110538,https://twitter.com/twitter/statuses/1529934399353110538,2022-05-26 21:16:00+00:00
1529949399002099712,https://twitter.com/twitter/statuses/1529949399002099712,2022-05-26 22:15:36+00:00
1529949406086184963,https://twitter.com/twitter/statuses/1529949406086184963,2022-05-26 22:15:38+00:00
1529966359882375169,https://twitter.com/twitter/statuses/1529966359882375169,2022-05-26 23:23:00+00:00
1529990749030436895,https://twitter.com/twitter/statuses/1529990749030436895,2022-05-27 00:59:55+00:00
1529994293934403584,https://twitter.com/twitter/statuses/1529994293934403584,2022-05-27 01:14:00+00:00
1530156612274597888,https://twitter.com/twitter/statuses/1530156612274597888,2022-05-27 11:58:59+00:00
1530172216796651523,https://twitter.com/twitter/statuses/1530172216796651523,2022-05-27 13:01:00+00:00
1530186336287719425,https://twitter.com/twitter/statuses/1530186336287719425,2022-05-27 13:57:06+00:00
1530189486906286081,https://twitter.com/twitter/statuses/1530189486906286081,2022-05-27 14:09:37+00:00
1530190271752937474,https://twitter.com/twitter/statuses/1530190271752937474,2022-05-27 14:12:45+00:00
1530191923264344064,https://twitter.com/twitter/statuses/1530191923264344064,2022-05-27 14:19:18+00:00
1530194140314669056,https://twitter.com/twitter/statuses/1530194140314669056,2022-05-27 14:28:07+00:00
1530199083331239940,https://twitter.com/twitter/statuses/1530199083331239940,2022-05-27 14:47:45+00:00
1530243156960215041,https://twitter.com/twitter/statuses/1530243156960215041,2022-05-27 17:42:53+00:00
1530286310770057216,https://twitter.com/twitter/statuses/1530286310770057216,2022-05-27 20:34:22+00:00
1530310409340731397,https://twitter.com/twitter/statuses/1530310409340731397,2022-05-27 22:10:08+00:00
1530316869302947841,https://twitter.com/twitter/statuses/1530316869302947841,2022-05-27 22:35:48+00:00
1530343847242366976,https://twitter.com/twitter/statuses/1530343847242366976,2022-05-28 00:23:00+00:00
1530363849194586114,https://twitter.com/twitter/statuses/1530363849194586114,2022-05-28 01:42:29+00:00
1530551968866910209,https://twitter.com/twitter/statuses/1530551968866910209,2022-05-28 14:10:00+00:00
1530608711835721729,https://twitter.com/twitter/statuses/1530608711835721729,2022-05-28 17:55:28+00:00
1530643699738476544,https://twitter.com/twitter/statuses/1530643699738476544,2022-05-28 20:14:30+00:00
1530914608168546304,https://twitter.com/twitter/statuses/1530914608168546304,2022-05-29 14:11:00+00:00
1531044655055482881,https://twitter.com/twitter/statuses/1531044655055482881,2022-05-29 22:47:45+00:00
1531247300361588739,https://twitter.com/twitter/statuses/1531247300361588739,2022-05-30 12:13:00+00:00
1531616389747859457,https://twitter.com/twitter/statuses/1531616389747859457,2022-05-31 12:39:38+00:00
1531639259521851392,https://twitter.com/twitter/statuses/1531639259521851392,2022-05-31 14:10:30+00:00
1531649748884770822,https://twitter.com/twitter/statuses/1531649748884770822,2022-05-31 14:52:11+00:00
1531664000055902208,https://twitter.com/twitter/statuses/1531664000055902208,2022-05-31 15:48:49+00:00
1531681940960686083,https://twitter.com/twitter/statuses/1531681940960686083,2022-05-31 17:00:06+00:00
1531704522900398081,https://twitter.com/twitter/statuses/1531704522900398081,2022-05-31 18:29:50+00:00
1531709461282361346,https://twitter.com/twitter/statuses/1531709461282361346,2022-05-31 18:49:28+00:00
1531713623306866688,https://twitter.com/twitter/statuses/1531713623306866688,2022-05-31 19:06:00+00:00
1531733840061939713,https://twitter.com/twitter/statuses/1531733840061939713,2022-05-31 20:26:20+00:00
1531740248841015306,https://twitter.com/twitter/statuses/1531740248841015306,2022-05-31 20:51:48+00:00
1531743031145205764,https://twitter.com/twitter/statuses/1531743031145205764,2022-05-31 21:02:51+00:00
1531760938508222464,https://twitter.com/twitter/statuses/1531760938508222464,2022-05-31 22:14:01+00:00
1531786100565483522,https://twitter.com/twitter/statuses/1531786100565483522,2022-05-31 23:54:00+00:00
